,combination,Ag,Al,As,Au,Co,Cr,Cu,Fe,Hf,Ir,Mn,Mo,Nb,Ni,Os,Pd,Pt,Re,Rh,Ru,Si,Ta,Tc,Ti,V,W,Zr,Label,set_name,length
890,MoNiOsPd,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,High,Mo|Ni|Os|Pd,4
891,MoNiPdRe,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,High,Mo|Ni|Pd|Re,4
892,MoNiPtRe,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,High,Mo|Ni|Pt|Re,4
893,MoNiReV,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,High,Mo|Ni|Re|V,4
894,MoOsPdRh,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,High,Mo|Os|Pd|Rh,4
895,MoOsPtRh,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,High,Mo|Os|Pt|Rh,4
896,MoPdPtRh,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,High,Mo|Pd|Pt|Rh,4
897,MoPdReRu,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,High,Mo|Pd|Re|Ru,4
898,MoPtReRu,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,High,Mo|Pt|Re|Ru,4
899,MoReTaV,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,High,Mo|Re|Ta|V,4
900,MoReTiV,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,High,Mo|Re|Ti|V,4
901,MoReVW,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,High,Mo|Re|V|W,4
902,MoTaTiV,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,High,Mo|Ta|Ti|V,4
903,MoTaVW,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,High,Mo|Ta|V|W,4
904,MoTiVW,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,High,Mo|Ti|V|W,4
905,MoVWZr,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,High,Mo|V|W|Zr,4
906,NbPtRhRu,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,Low,Nb|Pt|Rh|Ru,4
907,NbReTaW,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,High,Nb|Re|Ta|W,4
908,NbReTiW,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,High,Nb|Re|Ti|W,4
909,NbReVZr,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,High,Nb|Re|V|Zr,4
910,NbTaTiW,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,High,Nb|Ta|Ti|W,4
911,NbTaVZr,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,High,Nb|Ta|V|Zr,4
912,NbTiVZr,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,High,Nb|Ti|V|Zr,4
913,NiOsPdPt,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,High,Ni|Os|Pd|Pt,4
914,NiOsPdRu,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,High,Ni|Os|Pd|Ru,4
915,NiOsPtRu,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,High,Ni|Os|Pt|Ru,4
916,NiPdPtRu,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,High,Ni|Pd|Pt|Ru,4
917,NiPdRhRu,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,High,Ni|Pd|Rh|Ru,4
918,NiPtRhRu,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,High,Ni|Pt|Rh|Ru,4
919,OsPdPtRu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,High,Os|Pd|Pt|Ru,4
920,OsPdRhRu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,Low,Os|Pd|Rh|Ru,4
921,OsPtRhRu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,High,Os|Pt|Rh|Ru,4
922,PdPtRhRu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,High,Pd|Pt|Rh|Ru,4
923,ReTaTiV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,High,Re|Ta|Ti|V,4
924,ReTaVW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,High,Re|Ta|V|W,4
925,ReTiVW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,High,Re|Ti|V|W,4
926,ReVWZr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,High,Re|V|W|Zr,4
927,TaTiWZr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,High,Ta|Ti|W|Zr,4
928,AgAlAuCu,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,Ag|Al|Au|Cu,4
929,AgAlAuSi,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Low,Ag|Al|Au|Si,4
930,AgAlCoNi,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Ag|Al|Co|Ni,4
931,AgAlCuNi,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Ag|Al|Cu|Ni,4
932,AgAlFeNi,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Ag|Al|Fe|Ni,4
933,AgAuCoCu,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Ag|Au|Co|Cu,4
934,AgAuCoNi,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Ag|Au|Co|Ni,4
935,AgAuCoRe,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Low,Ag|Au|Co|Re,4
936,AgAuCrCu,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Ag|Au|Cr|Cu,4
937,AgAuCuIr,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Ag|Au|Cu|Ir,4
938,AgAuCuPt,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,High,Ag|Au|Cu|Pt,4
939,AgAuCuSi,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Low,Ag|Au|Cu|Si,4
940,AgAuFeNi,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Ag|Au|Fe|Ni,4
941,AgAuIrMo,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Ag|Au|Ir|Mo,4
942,AgAuIrPt,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Low,Ag|Au|Ir|Pt,4
943,AgAuMoNi,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Ag|Au|Mo|Ni,4
944,AgAuNbRh,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Low,Ag|Au|Nb|Rh,4
945,AgAuNiRe,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Low,Ag|Au|Ni|Re,4
946,AgAuNiSi,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Low,Ag|Au|Ni|Si,4
947,AgAuPdRh,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Low,Ag|Au|Pd|Rh,4
948,AgAuPtRu,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Low,Ag|Au|Pt|Ru,4
949,AgCoCrNi,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Ag|Co|Cr|Ni,4
950,AgCoCrPt,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Low,Ag|Co|Cr|Pt,4
951,AgCoCuFe,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Ag|Co|Cu|Fe,4
952,AgCoIrMo,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Ag|Co|Ir|Mo,4
953,AgCoMoNi,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Ag|Co|Mo|Ni,4
954,AgCoMoPt,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Low,Ag|Co|Mo|Pt,4
955,AgCoMoRu,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Low,Ag|Co|Mo|Ru,4
956,AgCoOsPd,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Low,Ag|Co|Os|Pd,4
957,AgCoPdRe,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Low,Ag|Co|Pd|Re,4
958,AgCoPtRe,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Low,Ag|Co|Pt|Re,4
959,AgCrCuFe,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Ag|Cr|Cu|Fe,4
960,AgCrCuPt,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Low,Ag|Cr|Cu|Pt,4
961,AgCrFeNi,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Ag|Cr|Fe|Ni,4
962,AgCrIrRh,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Low,Ag|Cr|Ir|Rh,4
963,AgCrNiPd,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Low,Ag|Cr|Ni|Pd,4
964,AgCrNiRu,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Low,Ag|Cr|Ni|Ru,4
965,AgCrPdRh,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Low,Ag|Cr|Pd|Rh,4
966,AgCrPtRu,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Low,Ag|Cr|Pt|Ru,4
967,AgCuFeNi,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Ag|Cu|Fe|Ni,4
968,AgCuFeRe,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Low,Ag|Cu|Fe|Re,4
969,AgCuIrPd,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Low,Ag|Cu|Ir|Pd,4
970,AgCuNiPd,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,High,Ag|Cu|Ni|Pd,4
971,AgCuPdPt,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,High,Ag|Cu|Pd|Pt,4
972,AgCuPdRu,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Low,Ag|Cu|Pd|Ru,4
973,AgCuPtRu,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Low,Ag|Cu|Pt|Ru,4
974,AgFeMoNi,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Ag|Fe|Mo|Ni,4
975,AgFeMoRe,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Low,Ag|Fe|Mo|Re,4
976,AgFeNiOs,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Low,Ag|Fe|Ni|Os,4
977,AgFeNiRh,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Low,Ag|Fe|Ni|Rh,4
978,AgFeOsRe,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,Low,Ag|Fe|Os|Re,4
979,AgFePdRe,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Low,Ag|Fe|Pd|Re,4
980,AgFeReRu,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Low,Ag|Fe|Re|Ru,4
981,AgIrMoPd,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Low,Ag|Ir|Mo|Pd,4
982,AgIrNiPd,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Low,Ag|Ir|Ni|Pd,4
983,AgIrOsPt,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Low,Ag|Ir|Os|Pt,4
984,AgIrPdRh,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Low,Ag|Ir|Pd|Rh,4
985,AgIrPtRh,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,High,Ag|Ir|Pt|Rh,4
986,AgMoNiPd,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Low,Ag|Mo|Ni|Pd,4
987,AgMoNiRh,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Low,Ag|Mo|Ni|Rh,4
988,AgMoOsRe,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,Low,Ag|Mo|Os|Re,4
989,AgMoPdRe,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Low,Ag|Mo|Pd|Re,4
990,AgMoPtRe,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Low,Ag|Mo|Pt|Re,4
991,AgMoReRh,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Low,Ag|Mo|Re|Rh,4
992,AgNbPdRh,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Low,Ag|Nb|Pd|Rh,4
993,AgNiOsPt,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,Low,Ag|Ni|Os|Pt,4
994,AgNiPdRh,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,High,Ag|Ni|Pd|Rh,4
995,AgNiPtRh,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,High,Ag|Ni|Pt|Rh,4
996,AgOsPdRe,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,Low,Ag|Os|Pd|Re,4
997,AgOsPtRe,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,Low,Ag|Os|Pt|Re,4
998,AgPdPtRe,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,High,Ag|Pd|Pt|Re,4
999,AgPdReRh,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,Low,Ag|Pd|Re|Rh,4
1000,AgPtReRh,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,Low,Ag|Pt|Re|Rh,4
1001,AlCoCrCu,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Al|Co|Cr|Cu,4
1002,AlCrFeMo,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,Al|Cr|Fe|Mo,4
1003,AlCrFeTi,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Low,Al|Cr|Fe|Ti,4
1004,AlCrHfTi,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,High,Al|Cr|Hf|Ti,4
1005,AlCrMnRe,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,High,Al|Cr|Mn|Re,4
1006,AlCrMnW,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,High,Al|Cr|Mn|W,4
1007,AlCrMoV,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,High,Al|Cr|Mo|V,4
1008,AlCrReTi,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,High,Al|Cr|Re|Ti,4
1009,AlCrTiV,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,High,Al|Cr|Ti|V,4
1010,AlCuFeMn,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,Al|Cu|Fe|Mn,4
1011,AlFeMnRe,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,High,Al|Fe|Mn|Re,4
1012,AlFeTiV,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,High,Al|Fe|Ti|V,4
1013,AlHfVW,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,High,Al|Hf|V|W,4
1014,AlMnTiV,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,High,Al|Mn|Ti|V,4
1015,AlMoVW,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,High,Al|Mo|V|W,4
1016,AlReVW,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,High,Al|Re|V|W,4
1017,AuCoCrPt,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Low,Au|Co|Cr|Pt,4
1018,AuCoIrPd,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,High,Au|Co|Ir|Pd,4
1019,AuCoMoPt,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Low,Au|Co|Mo|Pt,4
1020,AuCoOsPd,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Low,Au|Co|Os|Pd,4
1021,AuCoPdRe,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Low,Au|Co|Pd|Re,4
1022,AuCoPtRe,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Low,Au|Co|Pt|Re,4
1023,AuCrCuPd,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,High,Au|Cr|Cu|Pd,4
1024,AuCrIrPt,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Low,Au|Cr|Ir|Pt,4
1025,AuCrOsPt,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Low,Au|Cr|Os|Pt,4
1026,AuCrPdRu,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Low,Au|Cr|Pd|Ru,4
1027,AuCuFePd,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,High,Au|Cu|Fe|Pd,4
1028,AuCuNiPd,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,High,Au|Cu|Ni|Pd,4
1029,AuCuPdPt,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,High,Au|Cu|Pd|Pt,4
1030,AuCuPdRu,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Low,Au|Cu|Pd|Ru,4
1031,AuCuPtRu,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,High,Au|Cu|Pt|Ru,4
1032,AuFeOsPd,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Low,Au|Fe|Os|Pd,4
1033,AuFePdRu,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Low,Au|Fe|Pd|Ru,4
1034,AuIrNiPt,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,High,Au|Ir|Ni|Pt,4
1035,AuIrPdPt,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,High,Au|Ir|Pd|Pt,4
1036,AuIrPdRu,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Low,Au|Ir|Pd|Ru,4
1037,AuIrPtRu,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,High,Au|Ir|Pt|Ru,4
1038,AuMoOsPd,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Low,Au|Mo|Os|Pd,4
1039,AuMoPdRh,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Low,Au|Mo|Pd|Rh,4
1040,AuMoPtRh,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,High,Au|Mo|Pt|Rh,4
1041,AuNbPtRh,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Low,Au|Nb|Pt|Rh,4
1042,AuNiPdPt,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,High,Au|Ni|Pd|Pt,4
1043,AuNiPdRu,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,High,Au|Ni|Pd|Ru,4
1044,AuNiPtRu,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,High,Au|Ni|Pt|Ru,4
1045,AuOsPdRh,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,Low,Au|Os|Pd|Rh,4
1046,AuPdPtRe,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,High,Au|Pd|Pt|Re,4
1047,AuPdReRh,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,Low,Au|Pd|Re|Rh,4
1048,AuPtReRh,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,Low,Au|Pt|Re|Rh,4
1049,CoCrCuNi,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,High,Co|Cr|Cu|Ni,4
1050,CoCrFeNi,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,High,Co|Cr|Fe|Ni,4
1051,CoCrMnMo,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,Co|Cr|Mn|Mo,4
1052,CoCrMoNb,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,Co|Cr|Mo|Nb,4
1053,CoCrNiPd,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,High,Co|Cr|Ni|Pd,4
1054,CoCrOsPt,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,High,Co|Cr|Os|Pt,4
